SYMBOL	DATE	TIME	PRICE
PFE	20000424	10:30:03	42.9375
PHCM	20000424	10:30:03	60.0625
PSFT	20000424	10:30:03	13.5625
PVSW	20000424	10:30:03	6.875
QCOM	20000424	10:30:03	98.75
RBA	20000424	10:30:03	24.125
RNWK	20000424	10:30:03	33.0625
RWY	20000424	10:30:03	24.5
SBL	20000424	10:30:03	49.9375
SCNT	20000424	10:30:03	42.0625
SCTC	20000424	10:30:03	22
SQNM	20000424	10:30:03	26.125
SSRI	20000424	10:30:03	1.8125
STAR	20000424	10:30:03	11.25
SUNW	20000424	10:30:03	83.125
SYMC	20000424	10:30:03	52.5
TAN	20000424	10:30:03	55
TCC	20000424	10:30:03	11.6875
UAL	20000424	10:30:03	57.4375
UCOMA	20000424	10:30:03	48.0625
USPL	20000424	10:30:03	5.9375
USPL	20000424	10:30:03	5.9375
USW	20000424	10:30:03	69.125
VIGN	20000424	10:30:03	40.375
VIGN	20000424	10:30:03	40.5
VIGN	20000424	10:30:03	40.6875
VIGN	20000424	10:30:03	40.125
VIGN	20000424	10:30:03	40.625
VITR	20000424	10:30:03	36.5
VOLVY	20000424	10:30:03	23.25
VRSN	20000424	10:30:03	101.75
WCOM	20000424	10:30:03	40.1875
WCOM	20000424	10:30:03	40.1875
WCOM	20000424	10:30:03	40.125
WCOM	20000424	10:30:03	40.125
WCOM	20000424	10:30:03	40.125
WEBM	20000424	10:30:03	82.75
WEBS	20000424	10:30:03	4.375
WEC	20000424	10:30:03	21.375
AEE	20000424	10:30:04	34.375
AETH	20000424	10:30:04	104.125
AFCI	20000424	10:30:04	42.5
ALRE	20000424	10:30:04	17.125
AMAT	20000424	10:30:04	87.8125
AMGN	20000424	10:30:04	52.375
ARBA	20000424	10:30:04	60.75
ARTG	20000424	10:30:04	49.875
ARTG	20000424	10:30:04	49.875
ARTG	20000424	10:30:04	49.875
ARTG	20000424	10:30:04	49.875
ARTG	20000424	10:30:04	49.875
ARTG	20000424	10:30:04	49.875
AUD	20000424	10:30:04	49.8125
AVNX	20000424	10:30:04	69.5625
AVNX	20000424	10:30:04	69.5625
AXP	20000424	10:30:04	147.125
BCE	20000424	10:30:04	100.75
BCE	20000424	10:30:04	100.75
BDK	20000424	10:30:04	41.875
BEN	20000424	10:30:04	33.125
BMY	20000424	10:30:04	49.8125
BRCD	20000424	10:30:04	92.25
BRCM	20000424	10:30:04	142.25
BTOB	20000424	10:30:04	9.875
BVSN	20000424	10:30:04	32.0625
CBL	20000424	10:30:04	23.25
CCB	20000424	10:30:04	42.625
CDN	20000424	10:30:04	15.8125
CDN	20000424	10:30:04	15.8125
CHV	20000424	10:30:04	86.875
CLC	20000424	10:30:04	17.5625
CMGI	20000424	10:30:04	50.75
CMRC	20000424	10:30:04	47.25
CNET	20000424	10:30:04	32.5
COHU	20000424	10:30:04	32
COMS	20000424	10:30:04	36.8125
CPTH	20000424	10:30:04	36.75
CSCO	20000424	10:30:04	61.125
CSCO	20000424	10:30:04	61.0625
CTXS	20000424	10:30:04	47.4375
CYGN	20000424	10:30:04	11.875
DD	20000424	10:30:04	56.25
DLP	20000424	10:30:04	20
EBAY	20000424	10:30:04	142
EMC	20000424	10:30:04	126.5
EMLX	20000424	10:30:04	41.765625
EMLX	20000424	10:30:04	41.75
ERICY	20000424	10:30:04	75
ESPS	20000424	10:30:04	4.375
EXDS	20000424	10:30:04	86.6875
EXDS	20000424	10:30:04	86.6875
EXDS	20000424	10:30:04	86.640625
EXDS	20000424	10:30:04	86.640625
F	20000424	10:30:04	55.125
FMKT	20000424	10:30:04	50.5
FMKT	20000424	10:30:04	50.5
FNM	20000424	10:30:04	62.4375
FSCO	20000424	10:30:04	14.5
GBLX	20000424	10:30:04	25.125
GBLX	20000424	10:30:04	25.0625
GBLX	20000424	10:30:04	25.0625
GCI	20000424	10:30:04	64.75
GICOF	20000424	10:30:04	20
GISX	20000424	10:30:04	6
GM	20000424	10:30:04	87.25
GMST	20000424	10:30:04	37.9375
GTE	20000424	10:30:04	71.3125
HLYW	20000424	10:30:04	7
IARC	20000424	10:30:04	9.125
IARC	20000424	10:30:04	9.125
ICGE	20000424	10:30:04	36.3125
IDTI	20000424	10:30:04	40.75
INSP	20000424	10:30:04	50.1875
