1074282	69	12	500	100	1	5	5	0	0
1074304	21	12	500	100	1	5	5	0	0
1074340	113	12	500	100	1	5	5	0	0
1074385	18	12	500	100	1	5	5	0	0
1074422	19	12	500	100	1	5	5	0	0
1074425	19	12	101	150	1	10	10	0	0
1074433	315	12	101	150	1	10	10	0	0
1074433	19	12	101	150	1	10	10	0	0
1074437	38	12	101	150	1	10	10	0	0
1074445	21	12	101	150	1	10	10	0	0
1074457	19	12	101	150	1	10	10	0	0
1074461	18	12	500	100	1	5	5	0	0
1074475	18	12	101	150	1	10	10	0	0
1074483	18	12	500	100	1	5	5	0	0
1074531	54	12	500	100	1	5	5	0	0
1074560	115	12	101	150	1	10	10	0	0
1074561	44	12	101	150	1	10	10	0	0
1074572	99	12	500	100	1	5	5	0	0
1074576	18	12	500	100	1	5	5	0	0
1074576	47	12	101	150	1	10	10	0	0
1074577	116	12	500	100	1	5	5	0	0
1074589	18	12	101	150	1	10	10	0	0
1074614	19	12	500	100	1	5	5	0	0
1074617	65	12	101	150	1	10	10	0	0
1074624	18	12	101	150	1	10	10	0	0
1074628	21	12	500	100	1	5	5	0	0
1074644	44	12	500	100	1	5	5	0	0
1074687	2766	12	101	150	1	10	10	0	0
1074689	130	12	500	100	1	5	5	0	0
1074698	19	12	101	150	1	10	10	0	0
1074728	247	12	500	100	1	5	5	0	0
1074728	19	12	500	100	1	5	5	0	0
1074752	119	12	101	150	1	10	10	0	0
1074754	18	12	101	150	1	10	10	0	0
1074776	323	12	500	100	1	5	5	0	0
1074795	21	12	101	150	1	10	10	0	0
1074796	48	12	101	150	1	10	10	0	0
1074806	18	12	101	150	1	10	10	0	0
1074830	19	12	500	100	1	5	5	0	0
1074832	54	12	500	100	1	5	5	0	0
1074834	18	12	101	150	1	10	10	0	0
1074857	18	12	500	100	1	5	5	0	0
1074862	45	12	101	150	1	10	10	0	0
1074886	651	12	101	150	1	10	10	0	0
1074888	118	12	500	100	1	5	5	0	0
1074903	18	12	101	150	1	10	10	0	0
1074914	18	12	500	100	1	5	5	0	0
1074919	19	12	101	150	1	10	10	0	0
1074934	18	12	500	100	1	5	5	0	0
1074938	971	12	101	150	1	10	10	0	0
1074962	117	12	500	100	1	5	5	0	0
